name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxidation_states_1,X_1,thermal_conductivity_1,average_ionic_radius_1,atomic_orbitals_1,s_filling,s_center,s_sigma_c,s_skewness,s_kurtosis,dz2_filling,dz2_center,dz2_sigma_c,dz2_skewness,dz2_kurtosis,dzx_filling,dzx_center,dzx_sigma_c,dzx_skewness,dzx_kurtosis,dzy_filling,dzy_center,dzy_sigma_c,dzy_skewness,dzy_kurtosis,dx2_y2_filling,dx2_y2_center,dx2_y2_sigma_c,dx2_y2_skewness,dx2_y2_kurtosis,dxy_filling,dxy_center,dxy_sigma_c,dxy_skewness,dxy_kurtosis,pz_filling,pz_center,pz_sigma_c,pz_skewness,pz_kurtosis,px_filling,px_center,px_sigma_c,px_skewness,px_kurtosis,py_filling,py_center,py_sigma_c,py_skewness,py_kurtosis,eg_ratio
Ag2Nb2O6,2.10858901,0.319394695,0,1,2,5,1.93,1.6,0.797761497,0.650793651,0.862433862,0.650793651,-1.51,-1.84,22.4,0.97,85.4,0,2.77,96.815948,1.137333333,-1.5747738,0.130466728,2.518559026,3.034704376,-2.461501108,10.89300301,0.941670912,-7.038869803,5.512688813,-0.69065829,3.499673072,0.227854916,1.243100841,3.004934205,-1.170010682,3.029743264,0.224574329,1.268826254,3.027644199,-1.127464854,3.007014574,0.976011202,-7.063323608,5.217825907,-1.096929654,3.519331901,0.224485053,1.225190176,2.984693859,-1.210442315,3.056842216,0.800381035,-1.665044469,2.707803651,0.428452377,5.348846931,0.997464329,-4.494003125,2.861419734,-7.460488375,72.24084961,0.813888693,-1.703533571,2.671088656,0.418419586,5.54386335,0.544622784
Ca2Cu2O6,4.89560801,1.106284695,0,1,4,2,1,1.9,0.81589244,0.650793651,0.904761905,0.650793651,-2.44,-1.54,14.6,0.99,78.2,-0.4,2.644,120.015948,1.148,-0.5855106,0.976651779,-36.71201945,8.399056295,4.546851357,22.24045827,0.767508607,-2.750065784,3.574062525,-1.168695761,6.434192486,0.943131605,-2.746030444,1.685045064,0.5195844,4.802727849,0.938468085,-2.743568439,1.691080431,0.544289956,4.884045674,0.732846929,-2.750491334,3.566802871,-1.192187033,6.423169053,0.949158242,-2.747333517,1.682369006,0.512885326,4.811287812,0.777794563,-1.170853791,2.195124512,0.565407759,11.31211155,0.690069986,-2.480829413,3.12490122,0.386164423,2.553780348,0.781554998,-1.171098454,2.187909719,0.519394319,11.15665625,0.357889578
Sr2Ge2O6,3.99458001,0.886552695,0,1,4,-4,0.95,2.01,0.898687436,0.611111111,1.047619048,0.611111111,-2.49,-1.43,18.8,1.01,80.4,-1.6,2.656,19.015948,1.174,-0.8991852,0.784382116,-22.70620456,18.03959522,1.29985445,2.741649027,0.97621475,-22.27348511,6.923885251,3.159537818,12.29375745,0.963183358,-22.52273921,7.393242823,4.021445807,18.05985294,0.960794068,-22.41852234,7.658702553,3.930787258,17.27789725,0.974029303,-22.17424157,7.193396072,3.17431294,12.44968127,0.962691383,-22.5098032,7.426081591,4.010610316,17.97087526,0.757419868,0.235696394,4.943291608,1.406948914,4.577734116,0.622581915,0.426931752,7.474046809,0.390952605,2.145515239,0.739045302,0.419665781,5.167577657,1.377450534,4.309687558,0.412305283
SrNaV2O6,0.58008501,-0.094366305,3.25,1,3,5,0.94,1.63,0.867615682,0.617063492,0.984126984,0.617063492,-2.5,-1.81,14.3,1.01,74,0.1,2.578,23.715948,1.1595,-0.9098826,0.597680601,-14.53494956,5.603458178,1.649529606,16.53913515,0.295831407,0.265212106,5.416839147,-1.477823875,5.189451158,0.280852669,0.016027175,2.352774662,-1.332729797,4.33618571,0.289773019,0.024890002,2.364345668,-1.297935153,4.294439199,0.319756443,0.261479262,5.404544993,-1.49706789,5.201891765,0.268109881,0.008245817,2.343472599,-1.35804606,4.388457199,0.882750832,-2.669246566,2.18271838,-0.318715789,12.67603617,0.795622858,-3.270286899,4.277984688,-0.948196419,18.02594381,0.885561273,-2.644446992,2.235133502,-0.116476613,12.42130929,0.449531265
LaTlCo2O6,2.49369301,,3.32,2,4,2,1.36,1.88,0.875807236,0.60978836,0.993849206,0.60978836,-2.08,-1.56,24,1.015,84.5,-0.4,2.712,25.915948,1.160116667,-0.6054419,0.734883832,-11.57466319,11.32808972,0.628985935,4.304257992,0.516711982,-1.372618434,4.851333557,-0.851397458,4.946990754,0.797356338,-2.053053626,3.181100309,2.143951448,12.67997277,0.800863519,-2.106889949,3.03920228,1.968339311,12.31648052,0.513018576,-1.428151554,4.77102712,-0.976849521,4.914936102,0.795935719,-1.99261954,3.331354145,2.269858077,12.69214848,0.739371002,-0.419704792,4.632567663,1.289325083,4.808419166,0.671413007,-1.040026106,6.108281015,1.434626027,4.208152806,0.743089498,-0.443814914,4.585792013,1.259394155,4.703882519,0.312913862
La2Re2O6,-1.44914399,-3.834517305,0,1,6,4,1.1,1.9,0.871829502,0.56547619,0.93015873,0.56547619,-2.34,-1.54,31.2,1.02,78.8,0.2,2.664,12.215948,1.1329,-0.5866356,0.997743991,-33.15536407,4.400419866,5.879362607,37.12573176,0.985821443,-10.33601959,4.864747161,-1.264178668,3.920885988,0.685615527,-1.919082813,3.046886298,-1.222413598,3.89497864,0.664648845,-1.955348109,3.064116013,-1.176724782,3.810858531,0.99145561,-9.987562306,4.854050267,-1.439493756,3.994621337,0.702762978,-1.926873518,3.0315947,-1.256035855,3.940710874,0.957040226,-5.265026337,2.38716083,0.237712599,7.354711687,0.996258772,-7.56735521,1.417751579,0.159383953,18.57755695,0.951648069,-5.270481037,2.390603696,0.261790089,7.416369259,0.287645041
Ba2Ga2O6,5.13331001,2.004139695,0,1,4,3,0.89,1.81,0.96264537,0.603174603,1.182539683,0.603174603,-2.55,-1.63,22.2,1.05,79.6,-0.2,2.604,9.415948,1.206,-0.6122144,0.724914942,-13.67260863,16.66881454,0.96161223,1.998285333,0.623926123,0.118537804,9.016182905,0.142248953,3.005119591,0.061239155,15.14438747,5.0774097,-2.507309655,9.099204886,0.064365248,14.95813858,5.120537633,-2.442610922,8.811377743,0.611146449,1.093684592,9.703187702,0.147455195,2.613007392,0.061687609,15.11226843,5.068138038,-2.516990121,9.134831659,0.609455241,1.716641882,5.612744573,1.491188326,4.295745321,0.604094314,1.818633128,6.806689058,0.791704924,2.318596647,0.602068202,1.846062137,5.798784134,1.494495801,4.285473209,0.712233019
LaSrNb2O6,-2.05568799,-1.834139305,0,1,5,5,1.025,1.6,0.851927689,0.650793651,0.988888889,0.650793651,-2.415,-1.84,22.5,1.045,76,0.3,2.589,15.615948,1.1692,-1.0889108,0.998898474,-34.92966584,4.197918431,6.522256051,45.38131422,0.997512313,-9.620228603,4.953336888,-1.511520042,3.739758565,0.558571795,-1.614330106,3.180430765,-1.108654235,3.321981991,0.589531095,-1.717201468,3.205812151,-1.025938004,3.213039573,0.998807504,-9.259195392,5.003585443,-1.569062793,3.827298866,0.506570396,-1.4180883,3.165077216,-1.199793182,3.485367576,0.93978129,-5.086096684,2.198917067,0.359115262,12.19909945,0.997270086,-6.677307641,2.609607483,-7.668033422,77.62975642,0.948033995,-5.164651214,2.106460074,0.246341162,13.97569529,0.410180384
BaTlMo2O6,-1.91895699,-2.349896305,4.38,1,3,4,1.255,2.16,0.928186236,0.615079365,1.120039683,0.615079365,-2.185,-1.28,26.9,1.055,81,-0.1,2.747,34.215948,1.19325,-1.0101807,0.888086894,-12.08472053,8.5074858,0.789024457,5.152130111,0.341336913,-0.36149803,6.816878967,-1.167692316,3.70679925,0.45525262,-0.781761665,2.854204754,-0.747887509,3.850078216,0.460926319,-0.786649371,2.842070714,-0.794706644,3.732011536,0.362240546,-0.361446108,6.800427152,-1.186769744,3.712630267,0.447100537,-0.788081876,2.846273633,-0.761808777,3.869090519,0.800118608,-2.363498562,3.626787687,1.183636205,4.597532771,0.774942378,-3.369142585,4.602262414,1.206632963,2.935035285,0.792167549,-2.29042588,3.72580148,1.196687997,4.483657041,0.368666009
Bi2Os2O6,-0.13027799,,0,1,6,4,2.02,2.2,0.839529262,0.534126984,0.821428571,0.534126984,-1.42,-1.24,36.6,0.94,90.6,0.2,2.908,19.215948,1.0976,-0.6463408,0.965458246,-10.3209229,4.304905683,2.693568512,12.57501284,0.365037492,-1.527826891,7.120383827,-0.960234597,3.231582123,0.719344504,-1.877490645,2.922673542,-0.641655188,3.724689352,0.69241265,-1.88571683,2.898792263,-0.73805715,3.427425138,0.387132192,-1.553908773,7.082448394,-0.993454203,3.230600926,0.73548912,-1.878322122,2.929817082,-0.599207152,3.885793131,0.793926436,-2.926175146,3.686754102,1.094659596,5.058814463,0.696612428,-3.182418644,6.062830982,0.945740117,2.36168071,0.779490711,-2.794838817,3.889927584,1.185875404,5.036924762,0.284661204
Ba2Ir2O6,2.28551301,0.821392695,0,1,4,3,0.89,2.2,0.960268468,0.607142857,1.182539683,0.607142857,-2.55,-1.24,31.4,1.06,76.6,-0.2,2.682,33.615948,1.207,-0.5857128,0.960035474,-24.50023031,6.981281819,3.747683581,15.61563465,0.487713485,-2.132816893,5.993217764,-0.931517516,3.496616866,0.811968506,-2.396242381,2.547099221,-0.218858158,3.267314195,0.790783382,-2.386067856,2.561971413,-0.19225621,3.263109053,0.461387451,-2.11191364,5.980046174,-0.957144955,3.484181416,0.828457697,-2.397656547,2.546203119,-0.212289307,3.331220524,0.90474047,-2.395286103,2.667511341,0.653901835,7.229916969,0.692429077,-3.18864587,4.720115298,0.783276365,2.102630652,0.892263394,-2.347371727,2.719714824,0.66004585,6.78736101,0.302072504
LaTlIr2O6,2.14056601,,0,1,4,3,1.36,2.2,0.877248894,0.607142857,0.993849206,0.607142857,-2.08,-1.24,34,1.015,84.9,-0.2,2.776,35.915948,1.15945,-0.6036447,0.961157198,-17.83060891,4.357747244,2.004969534,17.63826116,0.568414399,-3.794841832,6.109540383,-0.874856356,3.1966586,0.821388504,-2.517761992,2.687156464,-0.428576586,2.55312247,0.799862329,-2.502263321,2.70557601,-0.400306228,2.544906753,0.511462027,-3.168203553,6.305374343,-0.855635061,3.126639148,0.837233369,-2.52934218,2.6729451,-0.451695682,2.562679474,0.909259033,-2.954023547,2.538705644,0.126631777,5.124349547,0.788992611,-4.650770581,4.047664449,1.130075164,2.998352366,0.913380516,-3.026478931,2.446584026,-0.010497561,5.303653606,0.297316482
Sr2Sc2O6,5.32824101,2.094101695,0,1,4,3,0.95,1.36,0.850506058,0.702380952,1.047619048,0.702380952,-2.49,-2.08,16.6,1.08,67.4,-0.2,2.526,10.215948,1.197,-0.8451762,0.935314485,-29.85120746,10.45053595,3.116485935,10.88281037,0.401122972,2.728477079,7.030603293,-1.229483023,3.815243255,0.102465124,5.363747301,2.752325762,-2.113455032,7.316816612,0.101903909,5.393512005,2.7620782,-2.085866936,7.259876609,0.447260019,2.294858618,7.210991651,-1.077454356,3.491761107,0.103528947,5.358347756,2.74498415,-2.135979545,7.376173014,0.678206815,-0.048123532,3.009548833,1.568124651,5.638886285,0.867912424,-1.063051896,2.394078451,2.886443745,12.72536048,0.671224804,-0.056374729,2.984609844,1.548177993,5.606803631,0.679904064
BaLiMo2O6,-1.57859099,-2.092265305,4.38,1,3,4,0.935,2.16,0.853045281,0.615079365,0.948412698,0.615079365,-2.505,-1.28,19.1,1.01,74.4,-0.1,2.683,38.115948,1.15,-0.9922327,0.925986891,-33.52903271,11.95168126,3.078549089,11.40673024,0.355829385,-0.557696667,7.245875003,-1.059162497,3.359362751,0.444919103,-0.817537235,3.065270497,-0.698228216,3.50733544,0.452544774,-0.813677105,3.066176859,-0.708886942,3.441744049,0.376699743,-0.560218659,7.227093372,-1.077581228,3.363792677,0.444743386,-0.818757644,3.065814509,-0.688608403,3.558375809,0.803769163,-2.530749159,3.742070822,1.160577482,4.429941698,0.775031651,-3.470668633,4.814835048,1.158389531,2.913138494,0.801447561,-2.496658665,3.787306867,1.166912777,4.389579411,0.384665032
Sr2Hf2O6,4.31551101,1.030501695,0,1,4,4,0.95,1.3,0.864613979,0.674603175,1.047619048,0.674603175,-2.49,-2.14,26.8,1.07,73.6,0,2.514,11.615948,1.19,-0.8471736,0.794796283,-25.14019415,17.51001076,1.386308189,2.977303436,0.322491508,4.402869654,8.674564002,-1.111937291,3.175726756,0.151305067,4.246359854,3.825578247,-1.013455535,4.320248061,0.148862221,4.252108746,3.827664853,-1.018825279,4.285243246,0.335576068,4.405088833,8.652213811,-1.127443454,3.18495525,0.150700638,4.266277631,3.854703983,-0.951599974,4.36304327,0.73505136,0.063658614,4.88063588,1.241825943,3.611563376,0.761571917,-0.040630637,6.40737948,1.207237104,2.784181139,0.741782224,0.002276681,4.791830233,1.222638579,3.538703857,0.633416896
LaLiY2O6,4.01793601,,0,1,4,3,1.04,1.22,0.70587703,0.825396825,0.822222222,0.825396825,-2.4,-2.22,18.6,1.06,70.1,-0.2,2.516,13.215948,1.1712,-0.8860193,0.987314202,-38.09368657,5.885872139,6.689340256,51.01260786,0.961239813,-4.472179885,5.341847203,-1.493345646,3.594565984,0.770182124,-0.710552611,2.785535992,0.837564909,4.721901716,0.766507051,-0.701805278,2.767093518,0.772817685,4.63500912,0.945432625,-4.182055523,5.403060865,-1.514164209,3.624163425,0.796640056,-0.866977416,2.655860332,0.906943377,5.421758626,0.783739786,-0.958863871,1.580133341,-0.007750342,18.18781915,0.856909711,-1.491998917,2.707603074,-5.603323141,48.08969266,0.780847244,-0.985951326,1.526155664,-0.278012035,19.64149403,0.679427095
Ca2Ag2O6,5.11830301,1.860542695,0,1,4,1,1,1.93,0.72317739,0.862433862,0.904761905,0.862433862,-2.44,-1.51,18.2,1.04,78,-0.6,2.65,126.015948,1.201333333,-1.1957174,0.965649011,-37.17151397,9.359248401,4.120980921,18.28852241,0.762777738,-3.779774455,4.577052866,-0.608989565,3.892454696,0.936747517,-3.918268153,2.012085657,0.986656621,3.747061842,0.931872486,-3.911562833,2.027128149,1.022764072,3.911724447,0.715413092,-3.781886015,4.562822811,-0.636884654,3.863515518,0.941431779,-3.919093856,2.011438479,0.99650181,3.860131145,0.740920519,-1.046631144,2.019381438,0.186262128,9.442518057,0.622394351,-2.12111119,3.539669738,0.191625662,1.921541396,0.741797174,-1.014436822,2.069812829,0.300353854,9.069317839,0.361667267
BaSnCu2O6,4.89120901,-0.573006305,0,1,-2,2,1.425,1.9,0.822691543,0.650793651,0.920634921,0.650793651,-2.015,-1.54,21.2,0.99,84.7,-1,2.729,88.515948,1.152,-1.0237586,0.770176875,-8.787900746,10.25753755,1.391296799,5.219331935,0.78013423,-2.576252379,3.432688912,-0.490825831,8.802275218,0.92013471,-2.164156108,3.41467434,3.871062468,20.10107696,0.920515328,-2.219863356,3.270781323,3.960869795,21.43256408,0.749448589,-2.591344043,3.407861069,-0.528559702,9.043772653,0.926093644,-2.179888734,3.371668364,3.889975946,20.41104081,0.648224721,0.597974394,4.939658063,1.560219067,5.247506738,0.564393459,0.597433688,6.781636341,1.101865793,2.92390504,0.653487305,0.561446286,4.898096082,1.578242181,5.380480839,0.360329129
K2Rh2O6,3.21852901,,0,1,2,3,0.82,2.28,0.980427357,0.591269841,1.206349206,0.591269841,-2.62,-1.16,17.6,1.07,75.6,-0.4,2.684,50.015948,1.209,-1.1056812,0.94326368,-25.24663729,8.676342024,3.535327392,13.76468376,0.545991681,-2.491973648,5.878339198,-0.787859806,3.341079026,0.787455394,-2.606423139,2.39546512,0.348169906,3.430955655,0.779091624,-2.608147336,2.386134508,0.292507203,3.072191969,0.526773028,-2.51519728,5.843509962,-0.823841636,3.337044738,0.795338747,-2.600218109,2.416895686,0.444936428,3.979328076,0.814975863,-1.259377389,2.934376023,1.690265254,9.706379222,0.659330173,-2.385825592,4.45277977,0.794694279,2.612385568,0.81579244,-1.226691749,2.976464156,1.664626002,9.254011574,0.337836102
Bi2Nb2O6,-2.24747799,,0,1,6,5,2.02,1.6,0.780197146,0.650793651,0.821428571,0.650793651,-1.42,-1.84,29.6,0.97,88.6,0.4,2.788,12.415948,1.127,-1.0153816,0.994844061,-10.92282939,2.686967213,1.479587426,8.157801232,0.326433035,0.16168779,7.03993143,-1.236359353,3.788850105,0.278520767,-0.024546397,2.86802477,-1.510356929,4.488284857,0.293042684,-0.006168373,2.885112397,-1.475735286,4.422790314,0.330617115,0.457522889,7.02825845,-1.282443563,3.879035319,0.268935424,-0.045472268,2.849660507,-1.546613608,4.56445779,0.785628398,-3.372951647,2.958686028,0.42510097,4.10333241,0.82643555,-4.099621132,4.934819824,0.071908036,9.261514156,0.792258733,-3.399496102,2.934868688,0.434534447,4.261208591,0.459799924
Rb2Hf2O6,5.11580601,,0,1,2,4,0.82,1.3,0.978555356,0.674603175,1.317460317,0.674603175,-2.62,-2.14,26.6,1.14,72.4,-0.2,2.488,16.215948,1.258,-0.7831204,0.836858475,-17.43846306,13.18162494,1.780880337,4.259900695,0.294582828,5.757959238,8.038402476,-1.250938082,3.638426177,0.134081815,5.685186176,3.727994355,-0.487330901,4.857827636,0.134024904,5.61881797,3.633644077,-0.656270087,4.811373217,0.306953869,5.728508427,8.011662591,-1.268193232,3.647345606,0.135580886,5.723601558,3.784961484,-0.390954508,4.883822448,0.59672785,1.486445264,4.959995545,1.524547891,4.326860301,0.727448175,1.434466719,6.45260698,1.153488739,2.621978844,0.591846847,1.458711919,4.917856855,1.518728988,4.292759108,0.632597063
Na2Pd2O6,4.02551201,,0,1,2,2,0.93,2.2,0.812438414,0.671626984,0.920634921,0.671626984,-2.51,-1.24,16.2,1,76.6,-0.6,2.69,42.415948,1.15725,-1.513332,0.037800801,10.08541578,5.013489717,0.204469392,5.156747203,0.641851198,-2.73280288,5.924098177,-0.164564728,4.381639703,0.754257652,-0.474061121,7.146984769,1.957324569,5.494323714,0.746278969,-0.386388036,7.27582092,1.934766137,5.383458237,0.599103671,-2.826469307,5.78063437,-0.30943346,4.226590512,0.762000791,-0.529465653,7.076401927,1.98095448,5.615632558,0.635541663,1.276479818,5.891234818,1.622246574,4.635503522,0.536524098,0.569813573,7.333830083,1.022549505,2.965895602,0.642108737,1.234838759,5.844129149,1.640000554,4.730396802,0.353538771
BaLiNb2O6,-1.12372899,-0.900281305,0,1,3,5,0.935,1.6,0.834589975,0.650793651,0.948412698,0.650793651,-2.505,-1.84,18.9,1.01,73.8,0.1,2.571,21.115948,1.159,-0.9526065,0.947454331,-34.82199957,10.21115919,3.628703551,15.32977094,0.438929688,-1.563286559,7.164395029,-0.95187094,3.080019357,0.295484854,0.172590558,3.025391586,-1.173588317,3.779959954,0.303718037,0.199702078,3.048419964,-1.136257472,3.72604882,0.448615084,-1.143618114,7.341203425,-0.913611321,3.020303321,0.279247247,0.151605905,3.006689867,-1.205817595,3.827624079,0.841983977,-3.018929479,3.004965324,0.872606898,6.054642813,0.893360802,-4.578187956,4.201437182,-0.800991559,16.85014976,0.845423558,-3.04617547,2.972185338,0.860849326,6.170382999,0.463013628
Ca2Co2O6,3.28752501,-0.532740305,3.32,2,4,2,1,1.88,0.836675238,0.60978836,0.904761905,0.60978836,-2.44,-1.56,14.2,0.99,76.6,-0.4,2.64,60.015948,1.137666667,-0.5919988,0.770309839,-27.13204912,20.95438574,1.202201866,2.487491803,0.583031396,-2.242123932,5.151491573,-0.521623074,4.343739917,0.77989558,-2.328470283,4.133550287,2.216210746,10.55756136,0.783357684,-2.378843492,4.023616196,2.177829642,10.64928393,0.583698935,-2.272650439,5.110443235,-0.563564324,4.369308018,0.778486919,-2.297663464,4.193275338,2.21906722,10.38261599,0.697991614,0.396414278,5.541845817,1.44381961,4.400002025,0.650579015,-0.744494228,6.544754673,1.400585223,4.134459761,0.70360889,0.316653361,5.429544806,1.44222616,4.43753496,0.345933698
LaSrSc2O6,5.09040901,,0,1,5,3,1.025,1.36,0.826111699,0.702380952,0.988888889,0.702380952,-2.415,-2.08,18.5,1.075,69.2,-0.1,2.541,8.015948,1.1822,-0.7128678,0.973833586,-30.55111388,7.335663105,4.375027529,20.86846614,0.961389595,-4.607136651,5.526625102,-1.319463891,3.43817839,0.150695169,4.584241971,3.107535933,-1.816704482,5.730190834,0.146701985,4.639672863,3.095043422,-1.827719866,5.824962033,0.952360064,-4.386994382,5.527360031,-1.404671533,3.48397471,0.146400871,4.66590008,3.082795334,-1.869598861,5.919151344,0.758783613,-0.672506663,2.444577295,1.258005521,7.698806027,0.918779849,-1.57694222,1.338534923,1.624994705,19.65906651,0.748445094,-0.611259569,2.523534236,1.266209128,7.215980469,0.680438689
Na2Ta2O6,1.57778701,-0.390504305,0,1,2,5,0.93,1.5,0.822691543,0.650793651,0.920634921,0.650793651,-2.51,-1.94,21.6,1.01,73.2,0,2.55,39.415948,1.152,-0.9704602,0.05036475,6.832151776,3.185822496,-2.516737749,13.34516847,0.40243227,1.567822459,9.259587077,-0.761810223,2.365880021,0.24290953,1.935005313,3.648779207,-0.82492342,2.748052278,0.235945246,1.977125715,3.692805547,-0.762462431,2.771477375,0.417120516,1.61244447,9.23900289,-0.781472736,2.374895667,0.242215645,1.897035007,3.609205337,-0.882949555,2.7314409,0.769251421,-0.689707437,4.224485737,1.426182482,4.284801307,0.801806774,-1.741420749,5.754437698,1.393253991,3.41157304,0.779252438,-0.739576852,4.14812858,1.411457447,4.240219587,0.58346798
Ba2Pt2O6,3.31630401,,0,1,4,2,0.89,2.28,0.941667626,0.638888889,1.182539683,0.638888889,-2.55,-1.16,31.6,1.06,77,-0.4,2.698,18.015948,1.215,-0.5788722,0.964607324,-24.026865,6.592021073,3.973185849,17.41252817,0.605201449,-2.563840162,5.416291105,-0.854267689,3.695253282,0.851650549,-2.7422347,2.285892312,0.228680703,3.581926781,0.836832292,-2.731239359,2.306476205,0.278812717,3.701417339,0.54411113,-2.556489239,5.398563468,-0.886273712,3.676733101,0.863583518,-2.742158569,2.288057723,0.246135679,3.692477024,0.886105841,-1.62538937,2.460904197,0.638723376,8.494585175,0.64268065,-2.401817806,4.510226465,0.626142231,2.002025007,0.872368221,-1.569899971,2.529247477,0.674910546,7.868454743,0.330940538
BaCaMo2O6,-1.94104299,,4.38,1,4,4,0.945,2.16,0.894741996,0.615079365,1.043650794,0.615079365,-2.495,-1.28,20.8,1.045,74.8,0,2.685,49.615948,1.174,-0.9958198,0.93742159,-31.70369395,10.11447105,3.432386945,14.71766262,0.443058897,-2.442033641,6.901086546,-1.004278096,3.254773645,0.48080878,-1.018646355,2.897107188,-1.081442289,3.732241112,0.484779418,-0.995157406,2.920328153,-1.038083227,3.692280795,0.441171719,-1.87126774,7.048499995,-0.998218524,3.248282145,0.483968541,-1.032632251,2.881830829,-1.110560145,3.770288071,0.863991265,-3.585654983,2.906257241,0.889353698,4.99919039,0.882147386,-4.934538845,3.459342572,1.86219451,5.803928712,0.860114936,-3.579193818,2.901765608,0.860041337,4.882947044,0.350829025
CaBaMn2O6,3.72958901,1.557287695,3.9,2,4,2,0.945,1.55,0.954130984,0.514550265,1.043650794,0.514550265,-2.495,-1.89,17.4,1.035,75.6,-0.4,2.563,23.375948,1.148666667,-0.5870822,0.783356653,-21.81492591,17.7277577,1.290939805,2.737757541,0.402563705,0.408642164,4.930404145,-0.981325755,4.636635566,0.509711546,-0.160650535,4.207654771,0.156271752,2.088104399,0.508347201,-0.159306761,4.207918541,0.155134642,2.085975872,0.396693847,0.382972866,4.895655068,-1.03214877,4.637425298,0.510442889,-0.151901988,4.221314256,0.171757274,2.134453824,0.608744288,0.487235992,4.621609989,1.367373813,4.855465309,0.693063174,-1.191709362,4.89260339,0.758065807,10.04293033,0.607198641,0.540959886,4.700720797,1.377561599,4.819303127,0.358553124
BaCaNb2O6,-1.64513599,-1.299699305,0,1,4,5,0.945,1.6,0.875384597,0.650793651,1.043650794,0.650793651,-2.495,-1.84,20.6,1.045,74.2,0.2,2.573,32.615948,1.183,-0.9561936,0.972584668,-33.80606423,7.42982583,4.437929411,22.57264813,0.922453558,-8.264967132,5.645563326,-0.689994383,3.746073071,0.327163478,-0.250148741,2.955208601,-1.419150109,4.328746694,0.333669352,-0.233679076,2.972269851,-1.383931113,4.268400902,0.975178696,-8.520817749,5.176565597,-1.234202731,3.967334866,0.312621577,-0.257547447,2.938689985,-1.456025827,4.392863116,0.892634763,-4.19092986,2.528852553,0.604041591,7.740191355,0.995635004,-6.238989222,2.628930696,-7.291607084,75.82441872,0.884489457,-4.141843646,2.591275942,0.656595574,7.37101977,0.431539907
BaCaIr2O6,2.12671701,,0,1,4,3,0.945,2.2,0.899160475,0.607142857,1.043650794,0.607142857,-2.495,-1.24,27.8,1.025,76.8,-0.2,2.693,51.815948,1.172,-0.5879572,0.946659281,-30.81053552,9.479020632,3.647038412,16.33169661,0.481706699,-2.332941333,6.366758196,-0.86531269,3.210223924,0.778395004,-2.511797627,2.684829793,-0.325834431,2.500475431,0.764482037,-2.506101508,2.692839677,-0.315842051,2.469085609,0.46420894,-2.289908004,6.359874932,-0.888082167,3.197091681,0.787750258,-2.519327456,2.674812894,-0.339893829,2.523657195,0.886549466,-2.616613412,2.686735006,0.493387742,5.877525723,0.721187343,-3.702483767,4.634950784,0.834682739,2.23239884,0.874230236,-2.553136363,2.763771937,0.553717878,5.624014893,0.31137557
Ca2Rh2O6,2.04005501,,0,1,4,3,1,2.28,0.846412107,0.591269841,0.904761905,0.591269841,-2.44,-1.16,17.8,0.99,76.8,-0.2,2.72,70.015948,1.133,-1.1162004,0.785422073,-29.3061365,20.16970934,1.312021999,2.762487669,0.516222527,-2.225215557,6.27768404,-0.740197143,3.355053462,0.761169612,-2.164429167,3.158663712,1.351176033,8.749014805,0.755886859,-2.158040654,3.165505916,1.343190479,8.632846223,0.499677574,-2.265248122,6.226518006,-0.7860902,3.348190746,0.76555555,-2.134522618,3.237085492,1.484182106,9.188728476,0.740689316,-0.392914606,5.070840479,1.368876171,4.307759594,0.629341526,-1.366688935,6.322826182,1.102879121,3.30133705,0.747198424,-0.48607037,4.943075397,1.364208428,4.355835993,0.332266881
LaPbSc2O6,4.99722801,-1.745280305,0,1,5,3,1.715,1.36,0.793558414,0.702380952,0.910515873,0.702380952,-1.725,-2.08,22.9,1.055,75.9,-0.1,2.679,8.015948,1.16245,-0.6030548,0.961765777,-17.78197275,4.257531546,2.970935429,16.71263896,0.969386659,-4.675114545,5.43438273,-1.425520926,3.455487298,0.236670792,3.469077948,3.466803961,-1.275818842,3.685032195,0.279975529,3.006295082,3.580982407,-1.042336964,3.149250186,0.961942572,-4.427552089,5.459952178,-1.478555023,3.520245884,0.230556269,3.569825727,3.464355037,-1.307140205,3.753454953,0.742527912,-0.638649416,2.446526292,0.926765979,6.393680848,0.927826739,-1.620344335,1.216905222,0.960240243,19.36148156,0.750288312,-0.708415638,2.384414039,0.975735845,7.078026615,0.687630122
La2Ni2O6,4.36486401,2.185200695,6.2,2,6,2,1.1,1.91,0.859841846,0.587301587,0.93015873,0.587301587,-2.34,-1.53,21.8,1.02,80.6,-0.2,2.666,20.815948,1.1384,-0.5914166,0.979290915,-29.01452068,7.052314327,4.189484524,19.41442578,0.551268891,-1.820839728,4.992509588,-0.676183784,3.423533513,0.98309065,-4.044936501,2.028054608,1.39826358,9.382706073,0.984246753,-4.048052026,2.016025939,1.342502955,9.047769516,0.559659807,-1.822079305,4.985233963,-0.685332567,3.42483796,0.98440388,-4.045106339,2.027736091,1.395305134,9.348631022,0.847878217,-1.213309012,2.988110845,0.573755555,8.00790002,0.743952776,-2.281866749,3.407408289,0.732498996,3.411543409,0.841896558,-1.167327554,3.031961524,0.580358087,7.66946373,0.284372122
