name,O,OH,U_param,spin,oxidation_states_A,oxidation_states_B,electronegativity_A,electronegativity_B,Tolerance_factor,Octahedral_factor,ionic_ration_AO,ionic_ration_BO,Diff_A_O,Diff_B_O,Z_1,atomic_radius_1,mendeleev_no_1,common_oxidation_states_1,X_1,thermal_conductivity_1,average_ionic_radius_1,atomic_orbitals_1,s_filling,s_center,s_sigma_c,s_skewness,s_kurtosis,dz2_filling,dz2_center,dz2_sigma_c,dz2_skewness,dz2_kurtosis,dzx_filling,dzx_center,dzx_sigma_c,dzx_skewness,dzx_kurtosis,dzy_filling,dzy_center,dzy_sigma_c,dzy_skewness,dzy_kurtosis,dx2_y2_filling,dx2_y2_center,dx2_y2_sigma_c,dx2_y2_skewness,dx2_y2_kurtosis,dxy_filling,dxy_center,dxy_sigma_c,dxy_skewness,dxy_kurtosis,pz_filling,pz_center,pz_sigma_c,pz_skewness,pz_kurtosis,px_filling,px_center,px_sigma_c,px_skewness,px_kurtosis,py_filling,py_center,py_sigma_c,py_skewness,py_kurtosis,eg_ratio
Ca2Ru2O6,0.80532601,,0,1,4,3,1,2.2,0.88342336,0.524603175,0.904761905,0.524603175,-2.44,-1.24,17.6,0.98,76.2,-0.2,2.704,64.015948,1.1162,-1.076772,0.965603649,-38.89674485,9.427275146,4.066811639,17.88902874,0.521380385,-3.572340409,6.7456167,-0.801018042,2.92156265,0.719126603,-2.194036995,2.814041478,-0.489383448,2.527070399,0.706115287,-2.177115425,2.833130436,-0.459445718,2.533484908,0.495932545,-2.952393981,6.873410453,-0.837297874,2.938125638,0.728041132,-2.201082083,2.804761143,-0.504011717,2.538520965,0.900448223,-3.101042239,2.574623454,0.536695623,5.491063502,0.770243232,-4.006202207,4.199889833,1.043128959,2.800851388,0.895341367,-3.083994371,2.595342048,0.553895088,5.427051735,0.333506339
Rb2Ti2O6,4.70048301,,0,1,2,4,0.82,1.54,0.977783016,0.675925926,1.317460317,0.675925926,-2.62,-1.9,16.6,1.11,72.6,-0.2,2.536,16.015948,1.258333333,-0.7832486,0.998598405,-22.67549539,2.659216824,7.114640346,56.87615366,0.246997125,3.177568234,5.082355129,-1.805964159,6.540295158,0.139888328,2.765317849,2.131988614,-1.77760406,6.029952519,0.13767555,2.772278335,2.141364736,-1.741092925,5.959950124,0.262237824,3.177356892,5.073379222,-1.823084303,6.558587658,0.141589217,2.757946014,2.122717992,-1.81348675,6.101381753,0.678059845,-0.626434375,1.948981237,-0.291222655,11.63119577,0.810290143,-1.160910567,3.815316227,-0.455101793,15.97442167,0.674533287,-0.62744369,1.951593202,-0.268735879,11.67768621,0.573992488
LaAgIr2O6,1.95815901,,0,1,4,3,1.515,2.2,0.834327804,0.607142857,0.896296296,0.607142857,-1.925,-1.24,30.6,0.985,84.2,-0.2,2.807,74.315948,1.134866667,-0.8974517,0.701558037,-16.25473774,4.305765462,2.056690104,20.14695856,0.617284269,-4.793098239,6.108487766,-0.786810829,2.981189501,0.810700738,-2.66803383,2.725105644,-0.437296351,2.308680883,0.78894922,-2.656872779,2.741422448,-0.408123302,2.313135274,0.641899523,-5.002056409,6.233482684,-0.629466436,2.896534052,0.831149105,-2.683531407,2.706259575,-0.468925634,2.303287609,0.937889896,-3.1658095,2.272727698,-0.525994357,5.34516209,0.899234797,-5.866044001,2.916106522,1.632475914,5.978274185,0.932499884,-3.162157576,2.279495025,-0.498515084,5.39038205,0.30134897
Ca2Ni2O6,4.48621601,0.658206695,6.2,2,4,2,1,1.91,0.848528137,0.587301587,0.904761905,0.587301587,-2.44,-1.53,14.4,0.99,77.2,-0.4,2.646,58.215948,1.132,-0.5932522,0.77366674,-26.68387361,20.78826693,1.223583832,2.53848508,0.537788795,-1.526244048,5.274617355,-0.455029978,3.848531169,0.913392114,-3.044952452,4.56080662,3.144297379,13.33211604,0.914991603,-3.128457052,4.387391904,3.225121574,14.17727373,0.540707484,-1.557721039,5.235848349,-0.488056536,3.87301345,0.914668051,-3.012736487,4.620463567,3.105417027,12.97328715,0.619284762,0.906202184,5.440710106,1.471624599,4.503638127,0.627133636,-0.097045366,6.500846409,1.403649233,4.076622915,0.623946101,0.852592879,5.360973782,1.4672295,4.516651476,0.287858448
BaNaTi2O6,4.81711401,2.008516695,0,1,3,4,0.91,1.54,0.865605854,0.675925926,1.051587302,0.675925926,-2.53,-1.9,15.9,1.035,73.3,-0.1,2.554,20.215948,1.191333333,-0.7744752,0.549714588,-8.613023001,4.152364845,1.12310351,18.71759943,0.27237434,2.829838349,5.421263885,-1.672451637,5.813845578,0.143725001,2.648621015,2.28280872,-1.769804985,5.985545482,0.140554223,2.658624663,2.29491059,-1.728174246,5.902388886,0.279770214,2.996786509,5.396387692,-1.711515729,5.927762697,0.143685325,2.64056625,2.274163743,-1.797931803,6.059523579,0.742559924,-0.870481302,2.230938262,0.295181846,11.00088568,0.817446505,-1.325086037,4.028406656,-0.520482942,15.37632911,0.737093768,-0.828016362,2.308362108,0.481135759,10.55451144,0.582811343
BaNaMo2O6,-1.46419899,-1.829900305,4.38,1,3,4,0.91,2.16,0.898216722,0.615079365,1.051587302,0.615079365,-2.53,-1.28,19.9,1.045,74.3,-0.1,2.678,43.615948,1.176,-1.1880188,0.494703387,-9.770066448,5.957464225,0.039143698,12.55298232,0.354281766,-0.570741836,7.142896319,-1.085931721,3.415634607,0.460653853,-0.884794197,2.919368787,-0.843791953,3.50671961,0.465109582,-0.874548676,2.929313582,-0.833535115,3.450245597,0.375046417,-0.5701438,7.123910557,-1.105957979,3.421629499,0.450077584,-0.884583418,2.923303233,-0.820238343,3.597627856,0.825663684,-2.70523813,3.489198753,1.310665881,5.209698697,0.776919543,-3.508069156,4.709207007,1.203906367,2.932446135,0.826312889,-2.76594321,3.402335017,1.291922171,5.298563336,0.377923858
CaNaMn2O6,3.99301201,0.972477695,3.9,2,3,2,0.965,1.55,0.892992494,0.514550265,0.912698413,0.514550265,-2.475,-1.89,12.9,1,75.3,-0.5,2.567,35.575948,1.115666667,-0.7815256,0.413567685,-8.893960745,12.24561265,-0.59610852,7.521423475,0.38279176,0.290411422,5.296987777,-0.99804971,4.654124314,0.511943534,-0.191457993,4.505642944,0.599235784,3.683611479,0.510921757,-0.212859525,4.464809086,0.553537035,3.532631193,0.386309508,0.263804433,5.259174982,-1.051361638,4.648459791,0.513006334,-0.182361576,4.524489485,0.620831541,3.75472637,0.596317894,0.748199322,5.250947189,1.509267551,4.817983492,0.675175025,-0.747851248,6.07448507,0.907599978,8.085840666,0.59848235,0.706326121,5.193600748,1.513777775,4.876742178,0.349009917
LaCaY2O6,4.19112301,,0,1,5,3,1.05,1.22,0.742769558,0.825396825,0.917460317,0.825396825,-2.39,-2.22,20.3,1.095,70.5,-0.1,2.518,24.715948,1.1952,-0.8896064,0.995883343,-35.58157494,5.275672893,6.234813285,41.17073417,0.967844635,-4.561587193,5.303392784,-1.534825322,3.613980346,0.92124075,-1.865251807,1.769685614,0.334274575,18.33711151,0.887589565,-1.642055287,2.079667831,0.744392874,11.44617276,0.954488842,-4.254422942,5.373419655,-1.545769051,3.648225061,0.903805835,-1.752454367,1.937324586,0.708392346,14.25736382,0.851689646,-1.30334473,1.29666581,-1.907039603,33.02853692,0.881377682,-1.614827338,2.63996892,-6.245624738,53.55076159,0.840733597,-1.291800727,1.312380291,-1.793687162,31.6974444,0.675642177
CaNaV2O6,0.53539101,-0.162633305,3.25,1,3,5,0.965,1.63,0.836381518,0.617063492,0.912698413,0.617063492,-2.475,-1.81,12.5,0.99,74.1,0.1,2.583,40.215948,1.1415,-0.778492,0.793874313,-20.40055264,6.057075857,2.448797407,17.53229113,0.341148077,-0.480462665,5.591599801,-1.376106499,4.735853395,0.286391897,0.013607595,2.419777231,-1.327002346,4.06559134,0.295879205,0.02771706,2.435540354,-1.282720802,4.027250855,0.343676825,-0.086406126,5.597333658,-1.420174953,4.835980649,0.273569449,0.0077633,2.411493965,-1.349831073,4.109913885,0.887995972,-2.790815192,2.190429719,-0.227500233,12.03115955,0.813772132,-3.545134641,4.244388678,-1.208496925,20.43353802,0.892724927,-2.789398369,2.197069117,-0.189798465,12.07739843,0.449691363
Ag2Ag2O6,4.90756601,,0,1,2,1,1.93,1.93,0.707106781,0.862433862,0.862433862,0.862433862,-1.51,-1.51,23.6,1,89,-0.8,2.836,172.015948,1.190666667,-1.8120532,0.139037376,3.779378906,2.970018188,-2.107911736,10.50372765,0.781255286,-3.811669824,4.48555541,-0.636384954,4.072426648,0.9639728,-3.949332048,1.843850563,1.132926626,3.740255606,0.960251684,-3.947115299,1.848315193,1.135479722,3.685019517,0.721140903,-3.821444834,4.462920962,-0.676150705,4.041937498,0.969626965,-3.946596076,1.856272599,1.218826837,4.516785091,0.715187163,-0.700508205,2.440280683,1.079632987,7.348564953,0.643350116,-2.160684277,3.53901008,0.402716487,2.556184496,0.714706657,-0.570470713,2.667576608,1.298066328,7.024551669,0.358436251
Rb2Ag2O6,4.48156601,,0,1,2,1,0.82,1.93,0.879865824,0.862433862,1.317460317,0.862433862,-2.62,-1.51,21.6,1.15,76.6,-0.8,2.614,97.615948,1.305333333,-1.3944454,0.948998586,-21.26628605,7.363085197,3.77691549,15.59745072,0.793241747,-3.355471905,3.860838664,-0.529718575,5.336547178,0.940120706,-3.557065764,1.665255875,1.690803953,8.687792853,0.937506981,-3.561211008,1.645759544,1.538823846,7.172753432,0.753351054,-3.380299963,3.814612944,-0.62367946,5.278284065,0.942687999,-3.553314455,1.682305858,1.813470374,9.858135504,0.647638406,-0.223236343,2.503443349,2.289713041,13.11876867,0.600817695,-1.17270296,3.8645536,0.962484793,3.938912394,0.648344016,-0.183157564,2.568763716,2.253231708,12.30604551,0.367858248
K2Os2O6,0.84879801,-0.178101305,0,1,2,4,0.82,2.2,1.016946121,0.534126984,1.206349206,0.534126984,-2.62,-1.24,23.8,1.06,75.2,-0.2,2.668,37.615948,1.1946,-0.578878,0.946125091,-26.70196498,8.49562869,3.617449382,14.38569719,0.419143043,-2.188941143,7.485447291,-0.746217056,2.67351925,0.702147224,-2.385538283,2.991119197,-0.256962402,2.380551836,0.68277562,-2.380460537,2.995748474,-0.263694199,2.285727736,0.441768833,-2.188068172,7.4597924,-0.771968686,2.661319777,0.714204933,-2.387322048,2.992311003,-0.236797987,2.511521806,0.872055028,-2.584008116,3.226021678,1.373946171,7.144402439,0.718703062,-3.600014883,5.461987308,0.913465789,2.333008148,0.864027434,-2.568198706,3.23429946,1.337660247,6.887172867,0.318118831
Ag2Ta2O6,1.43944001,,0,1,2,5,1.93,1.5,0.797761497,0.650793651,0.862433862,0.650793651,-1.51,-1.94,28.8,0.97,85.2,0,2.75,97.415948,1.137333333,-1.202398,0.121907056,2.729867814,3.282839382,-1.992985223,9.301098837,0.512018639,-1.356186256,8.709694702,-0.567562364,2.140272624,0.23900127,1.575497302,3.527218652,-1.032092231,2.755193929,0.23380396,1.585255699,3.539749389,-1.014598587,2.726258335,0.505702064,-0.674967139,8.928194206,-0.588326752,2.15985353,0.236521906,1.56614732,3.514952801,-1.050274116,2.780318278,0.782452259,-1.361978986,3.556901765,1.095554175,3.652927196,0.892209313,-3.469638976,4.091319319,2.101490388,6.751492355,0.785083234,-1.298358438,3.624661519,1.079487645,3.517614707,0.584167167
Rb2Ir2O6,2.93298801,1.580113695,0,1,2,3,0.82,2.2,1.019630519,0.607142857,1.317460317,0.607142857,-2.62,-1.24,27.6,1.1,75.6,-0.4,2.668,41.615948,1.241,-0.7889296,0.953919105,-22.74136156,7.204888679,3.861948856,16.4057038,0.501968473,-2.361444297,6.473791384,-0.723125525,3.013368452,0.797085043,-2.720843796,2.64977821,0.194420416,3.182529714,0.780177421,-2.724341557,2.636276704,0.132800985,2.846318066,0.485043952,-2.405590734,6.418186245,-0.768307473,3.004638549,0.809192599,-2.715485392,2.667061252,0.263240165,3.529859409,0.872149553,-1.765995522,3.057434064,1.432886614,8.473647561,0.661482522,-2.711749949,5.307103336,0.768699088,2.213704348,0.860567593,-1.715934149,3.122570558,1.418076207,7.98784378,0.318720956
BaScNb2O6,-1.71142899,-1.318871305,0,1,5,5,1.125,1.6,0.832040311,0.650793651,0.942460317,0.650793651,-2.315,-1.84,20.7,1.025,74.5,0.3,2.609,14.215948,1.1575,-0.9577003,0.575522278,-13.05344497,4.122133488,1.40496006,19.65033104,0.512751057,-3.16644162,7.257580526,-0.790395941,2.830201394,0.315396819,-0.208211363,2.973221332,-1.478098043,4.338469434,0.328585355,-0.179685527,2.998568278,-1.427909133,4.264404449,0.685018285,-5.049863759,7.094013977,-0.480740069,2.78687159,0.296497325,-0.234655264,2.950633744,-1.524756434,4.405634028,0.858901797,-4.044581445,2.804937942,0.780697939,6.167167596,0.979646732,-6.177200358,2.900836533,-5.164288348,55.69158534,0.856025089,-4.047444198,2.791421504,0.753625521,6.13148855,0.439184556
LaCaTi2O6,-0.89892499,-1.736889305,0,1,5,4,1.05,1.54,0.809014988,0.675925926,0.917460317,0.675925926,-2.39,-1.9,16.9,1.015,75.7,0.1,2.582,25.715948,1.157533333,-0.5836028,0.998814884,-37.1359461,4.967157455,5.977314892,38.32786046,0.990314332,-7.938636411,4.675072234,-1.776047762,5.007826764,0.305058,-0.403271793,2.771052363,-1.558613712,4.934035719,0.343571094,-0.530698741,2.819278683,-1.450456217,4.626066439,0.99437003,-7.622546438,4.669902056,-1.873085189,5.205776931,0.26831271,-0.252996565,2.718678143,-1.670835365,5.308681286,0.935691877,-4.408968913,2.149770029,-0.161585968,14.51466371,0.996107948,-5.756018176,2.46571244,-8.398516615,99.8409868,0.945456106,-4.465499269,2.079803739,-0.318088557,16.10380566,0.499365524
BaBiNb2O6,-1.97718099,-2.497586305,0,1,5,5,1.455,1.6,0.85753695,0.650793651,1.001984127,0.650793651,-1.985,-1.84,26.9,1.025,81.3,0.3,2.675,13.415948,1.1725,-0.9846654,0.991272791,-18.88394735,3.611497655,3.651246615,21.51578567,0.435403666,-1.922388362,6.859778676,-1.033855595,3.32310392,0.296700882,-0.091709813,2.830223436,-1.467422959,4.632480989,0.311485431,-0.060935829,2.852475741,-1.423142524,4.559377185,0.486307917,-2.122832647,7.050005722,-0.886363168,3.089916923,0.279462755,-0.097269533,2.822852789,-1.48215266,4.684386937,0.834684549,-3.59171092,2.72113601,0.493892862,5.733601678,0.936508973,-5.403754401,3.404416778,-1.875051514,29.47978137,0.82612465,-3.509414643,2.846807382,0.641268838,5.574957352,0.444368159
Ba2In2O6,5.25416301,,0,1,4,3,0.89,1.78,0.883883476,0.746031746,1.182539683,0.746031746,-2.55,-1.66,25.8,1.1,79.2,-0.2,2.598,20.015948,1.242,-1.3591384,0.828519212,-18.82789435,13.20258224,1.63471152,3.736842693,0.615066453,-1.726546899,6.561772056,-0.833820533,3.460050808,0.52052715,2.954425646,5.245441175,0.243150561,1.859119255,0.521620798,2.937778605,5.222705779,0.243126353,1.860011303,0.697221905,-2.154963749,6.437565286,-0.791456927,3.599305889,0.522287502,2.963473028,5.231436811,0.231952394,1.86696605,0.65023156,0.468858459,3.372591516,1.718944202,5.564071324,0.678585118,-0.048922522,4.381327595,1.153231928,3.676649471,0.651966573,0.425136978,3.326445123,1.767238113,5.869900288,0.69825021
Rb2Pt2O6,3.61720901,,0,1,2,2,0.82,2.28,0.999879807,0.638888889,1.317460317,0.638888889,-2.62,-1.16,27.8,1.1,76,-0.6,2.684,26.015948,1.249,-0.782089,0.952418156,-22.12877522,7.265458003,3.853698785,16.28407853,0.62000533,-2.79156985,5.744504843,-0.64475003,3.316327922,0.842740103,-3.067321249,2.331804937,0.652430333,3.949722316,0.833153772,-3.070247607,2.318931701,0.582998675,3.480054238,0.565405588,-2.843010696,5.6783434,-0.708796407,3.30091421,0.851438718,-3.064762602,2.343410233,0.713094251,4.350009434,0.817899558,-1.061293012,2.843638956,1.610214695,9.807397932,0.613610549,-1.970285779,5.011702093,0.66681785,2.233302634,0.8132192,-1.009739014,2.918437222,1.602236876,9.209552508,0.343057903
Rb2Os2O6,0.89204001,-0.133133305,0,1,2,4,0.82,2.2,1.068159235,0.534126984,1.317460317,0.534126984,-2.62,-1.24,27.4,1.09,75,-0.2,2.668,29.215948,1.2226,-0.7881252,0.950038148,-23.20011076,7.488331217,3.69068829,15.06643664,0.415068837,-2.017559162,7.161539228,-0.794298803,2.857782902,0.715930824,-2.285479082,2.875229564,-0.247132399,2.789039939,0.695715465,-2.283633501,2.873761448,-0.269776077,2.643168199,0.43589599,-2.028643547,7.130139784,-0.823979691,2.846327849,0.728254066,-2.283032887,2.88473888,-0.20409493,2.989337888,0.873839869,-2.40530467,3.20691573,1.363425464,7.501690241,0.703519739,-3.262432677,5.486812598,0.890042216,2.297033196,0.863208371,-2.371313843,3.24019303,1.326599368,7.113330663,0.31033358
BaRbNb2O6,-1.06490699,-0.983517305,0,1,3,5,0.855,1.6,0.963772945,0.650793651,1.25,0.650793651,-2.585,-1.84,22.3,1.1,73.5,0.1,2.555,18.415948,1.235,-1.0555576,0.985307251,-25.79553285,4.657678267,5.628388431,35.96489848,0.448192762,-1.738628915,6.799687171,-0.998552513,3.254669345,0.267514566,0.121676175,2.810231727,-1.313904602,4.151586819,0.292413602,0.146973669,2.832517572,-1.269441782,4.086857837,0.500598065,-1.930835645,6.982210365,-0.852241845,3.041152895,0.250880298,0.111259932,2.79802796,-1.340302557,4.203121934,0.868783368,-3.194285309,2.390717716,0.383902987,8.781773961,0.938478969,-4.95001408,3.380321239,-2.148783463,31.53852426,0.861416517,-3.108102026,2.526776057,0.60101444,8.134484351,0.476267591
BaAgMo2O6,-1.72215899,-2.005286305,4.38,1,3,4,1.41,2.16,0.885476059,0.615079365,1.022486772,0.615079365,-2.03,-1.28,23.5,1.025,80.3,-0.1,2.778,72.615948,1.168666667,-1.3039877,0.558234633,-12.15985647,4.621900962,0.983788588,15.09657419,0.376774843,-1.06038819,7.03750399,-1.061804778,3.367732632,0.449230526,-0.8921686,2.851216778,-0.98260295,3.520336751,0.454124097,-0.875471657,2.868474622,-0.953550704,3.473968573,0.380335377,-0.69094849,7.050479347,-1.109761303,3.441583813,0.438306261,-0.911624613,2.830751533,-1.021764869,3.55290681,0.843092037,-3.021865074,2.93386096,0.901732721,5.008358995,0.790212151,-3.667632211,4.516777445,1.273035629,3.151194111,0.844993063,-3.079621185,2.854206132,0.857297194,5.13303039,0.382899367
LaRbIr2O6,2.46376801,-0.544807305,0,1,4,3,0.96,2.2,0.934428517,0.607142857,1.123809524,0.607142857,-2.48,-1.24,29.6,1.06,78,-0.2,2.696,37.115948,1.1922,-0.6886478,0.99799216,-28.33286707,3.651201785,6.442416525,46.01665646,0.597024144,-4.193607991,5.952757385,-0.863016044,3.192031101,0.80363249,-2.595139582,2.63755038,-0.398738703,2.523930885,0.782324314,-2.58151907,2.655679132,-0.366959515,2.527157405,0.54675284,-3.599869403,6.190882532,-0.802536873,3.083694062,0.82074966,-2.607287712,2.621958332,-0.42592946,2.527094589,0.934805818,-2.96629087,2.169241865,-0.800501334,6.721430371,0.831898434,-5.034401236,3.556041077,1.310303403,3.79815429,0.927784996,-2.957754127,2.187664971,-0.72817691,6.710306253,0.304347177
Ba2Ta2O6,-2.41747999,-1.952064305,0,1,4,5,0.89,1.5,0.934876754,0.650793651,1.182539683,0.650793651,-2.55,-1.94,30.6,1.08,73.8,0.2,2.542,15.015948,1.218,-0.5815734,0.947880037,-26.39697302,7.789425526,3.342793028,12.56128737,0.488373079,-3.054535168,8.057178824,-0.75277225,2.533713129,0.322844849,-0.260067698,3.345016079,-1.306548388,4.333592887,0.341656867,-0.22056519,3.369950735,-1.27141766,4.272695038,0.564131186,-3.765221004,8.173077849,-0.571100216,2.38788416,0.296963315,-0.25086861,3.340515041,-1.318760371,4.367071918,0.833009601,-4.002888374,3.386494004,1.133559804,4.525221832,0.921736356,-5.945457066,3.248584402,2.466576275,9.120234737,0.829231427,-4.014753622,3.35411524,1.101947891,4.464785603,0.473023331
Rb2Sc2O6,5.54159201,,0,1,2,3,0.82,1.36,0.962588252,0.702380952,1.317460317,0.702380952,-2.62,-2.08,16.4,1.15,66.2,-0.4,2.5,14.815948,1.265,-0.781123,0.93652947,-20.96933445,8.140574752,3.329331582,12.30172538,0.238281715,5.091451525,5.882424718,-1.911875312,6.483538597,0.08880041,5.228243569,2.308434105,-2.359387107,8.73602918,0.089079513,5.223902281,2.303874565,-2.384707341,8.732365265,0.245863181,5.060960318,5.868909326,-1.924354024,6.513746862,0.090248695,5.237070993,2.317662055,-2.313257439,8.703977835,0.654738909,0.184382516,2.842115016,2.143810005,8.405065085,0.826000462,-0.202204864,3.519435557,2.050443543,5.879974711,0.651261754,0.180544145,2.817903087,2.101316004,8.202850001,0.679996209
Ca2Ge2O6,3.97097501,-0.127089305,0,1,4,-4,1,2.01,0.835988313,0.611111111,0.904761905,0.611111111,-2.44,-1.43,15.2,0.97,80.6,-1.6,2.666,52.015948,1.138,-0.636404,0.783293066,-28.07775908,20.34179846,1.283431774,2.687956865,0.976159598,-22.18364422,7.182250096,2.937983973,10.91202135,0.97330774,-22.92481343,6.608573023,4.37278143,21.54573211,0.975790575,-23.00638226,6.410069346,4.507106618,22.92278941,0.974736583,-22.10500173,7.40255957,2.974113059,11.23092185,0.970736327,-22.84217862,6.811554338,4.255527056,20.39135215,0.790626431,-0.461299286,4.629258065,1.457843882,5.126432947,0.656093411,-0.139463172,7.724277617,0.442773708,2.240533468,0.771771959,-0.23874226,4.901191632,1.412996712,4.674723986,0.414539286
Rb2Tl2O6,5.40520601,,0,1,2,1,0.82,1.62,0.79643271,1.057539683,1.317460317,1.057539683,-2.62,-1.82,28.4,1.21,78,-0.8,2.552,20.815948,1.3545,-0.8068314,0.900262589,-20.21403062,9.986801373,2.58636161,7.779421061,0.450351042,0.259806552,6.008218932,-0.998432156,4.538808039,0.097829382,9.246950942,3.814779165,-2.164730118,6.196923343,0.099732641,9.126646685,3.803614033,-2.154763772,6.099224279,0.489791972,1.100443703,6.614629911,-0.675543035,3.76948593,0.103717786,9.166122192,3.902776833,-2.069500708,5.796353407,0.607541035,0.648653864,3.209355745,2.282008104,7.223648825,0.605908201,0.440006246,4.322609076,0.973604028,3.478553531,0.608094674,0.655557743,3.228029115,2.292915652,7.291669282,0.704891987
BaBiTi2O6,-1.15341499,-1.419856305,0,1,5,4,1.455,1.54,0.84467728,0.675925926,1.001984127,0.675925926,-1.985,-1.9,23.1,1.015,80.9,0.1,2.663,7.015948,1.178833333,-0.610748,0.995136625,-18.54938379,3.399191384,3.375794536,19.27746573,0.280078488,0.372199478,5.365195607,-1.700329026,5.942816069,0.186691738,0.430811602,2.273449659,-1.980752104,7.212145704,0.201664155,0.444143123,2.286337688,-1.934668915,7.106209759,0.283475325,0.635088045,5.335015309,-1.749363065,6.107084196,0.17788588,0.421122973,2.265695374,-2.005000473,7.296472482,0.838172993,-3.137406563,2.593542281,0.157255651,6.443657656,0.857607415,-3.934030407,3.783870938,-0.617825953,17.8409875,0.844570689,-3.146896344,2.598865334,0.209113913,6.606425494,0.50457936
Ba2Cu2O6,4.26392901,,0,1,4,2,0.89,1.9,0.934876754,0.650793651,1.182539683,0.650793651,-2.55,-1.54,21.8,1.06,77.8,-0.4,2.622,83.615948,1.218,-0.5810218,0.970533952,-22.64586441,6.333035745,4.095820017,18.62511406,0.788591375,-2.345825174,2.873490574,-1.319287702,9.308139305,0.943581025,-2.381230756,1.400526888,1.156096236,11.7027744,0.939408705,-2.371328316,1.438663784,1.459039801,13.7123934,0.759099062,-2.349779305,2.859998784,-1.380102094,9.286486035,0.947078823,-2.377039246,1.417198689,1.293301906,12.57946852,0.745008008,-0.696477595,2.345574744,1.089640415,12.51938991,0.658341972,-1.582426458,3.494259525,1.200772945,4.622137984,0.743080617,-0.658310706,2.393236744,1.075898195,11.58176993,0.362003853
Ba2La2O6,4.60019401,0.741723695,0,1,4,3,0.89,1.1,0.799565645,0.93015873,1.182539683,0.93015873,-2.55,-2.34,27.4,1.18,70,-0.2,2.462,6.215948,1.2884,-0.5730572,0.952577521,-24.70885661,7.318699063,3.639008581,14.50702416,0.955729985,-3.975418739,4.877579332,-1.737026686,4.884186302,0.371478035,2.560441722,3.631417907,-0.598656271,1.902198987,0.388429826,2.341735602,3.595014544,-0.536575893,1.866278664,0.955833205,-3.715784633,4.913021366,-1.792113463,4.878665228,0.370046649,2.586827429,3.642305479,-0.598081712,1.893648535,0.877870617,-0.958187924,1.85143411,1.452594304,13.21938278,0.864986049,-1.626686295,2.931395858,-3.628074782,21.81717273,0.865026078,-0.883174344,1.961764302,1.482447254,11.41884714,0.649626053
Na2Ge2O6,4.66403301,1.630927695,0,1,2,-4,0.93,2.01,0.842954882,0.611111111,0.920634921,0.611111111,-2.51,-1.43,13.4,0.97,79.6,-1.8,2.652,40.015948,1.142,-1.020802,0.060499534,8.81991573,3.44594671,-3.439633454,17.45073091,0.981356234,-21.51565146,6.682104816,2.958123269,10.84065549,0.994945666,-22.84206407,4.069804585,5.743689019,36.98956677,0.996225142,-22.87665373,3.926326588,5.783484268,37.41066506,0.982031453,-21.53447429,6.683245708,3.030057288,11.4908631,0.9935572,-22.79291288,4.27381463,5.695721376,36.49540313,0.769113437,-0.584855678,3.158097408,2.024682424,10.23232814,0.767770427,-1.709450014,6.095057398,0.737427432,3.830369285,0.747234997,-0.514353218,3.304473698,2.079908491,9.921898949,0.414780043
BaPbNb2O6,-1.65558899,-1.269433305,0,1,4,5,1.61,1.6,0.872409989,0.650793651,1.036706349,0.650793651,-1.83,-1.84,26.8,1.045,80.8,0.2,2.706,16.115948,1.18125,-0.9777712,0.870120798,-13.99077166,9.359643703,1.734434663,5.961589596,0.292633772,0.794374567,6.954606462,-1.306912517,4.086073146,0.312092518,0.078095505,3.095242248,-0.866721895,4.963525005,0.318612407,0.109994416,3.141273195,-0.757728867,5.006580346,0.309920612,0.780133891,6.932962668,-1.328792353,4.094864061,0.298384377,0.040296742,3.041495685,-1.001142235,4.912666227,0.767529757,-2.660911451,4.267158374,1.285667502,4.853627705,0.769660795,-3.273315417,5.761436544,0.424825026,5.985610693,0.775227543,-2.811739721,4.04190322,1.225968098,4.91419896,0.425409929
LaBaSc2O6,5.22834401,1.415933695,0,1,5,3,0.995,1.36,0.854132247,0.702380952,1.056349206,0.702380952,-2.445,-2.08,20.3,1.09,69.1,-0.1,2.535,6.315948,1.1992,-0.5792328,0.981440771,-26.82925599,6.013888306,4.672270287,24.29624403,0.962623213,-4.443582823,5.434649295,-1.380403337,3.627886016,0.14249368,4.560169441,2.964350358,-1.929806191,6.413816756,0.140877616,4.573720252,2.961565355,-1.923812687,6.427721598,0.954559088,-4.220764104,5.432725622,-1.463507931,3.697421577,0.136653397,4.66335686,2.928153098,-1.999820771,6.704254213,0.761662074,-0.603145542,2.411048796,1.082871168,7.803007826,0.929122342,-1.57410081,1.292277631,1.582773708,19.64728753,0.752686684,-0.541650596,2.488554531,1.099757978,7.277047994,0.678176626
Sr2Y2O6,4.87513801,0.472066695,0,1,4,3,0.95,1.22,0.793189346,0.825396825,1.047619048,0.825396825,-2.49,-2.22,20.2,1.12,68.6,-0.2,2.498,10.415948,1.228,-1.1533054,0.939468685,-30.97977131,10.04226535,3.259218493,11.78364327,0.942379341,-4.003971479,5.328011792,-1.421556717,3.950668831,0.261763375,4.13125201,3.755523146,-0.99966285,2.497363759,0.287833613,3.790445506,3.779836517,-0.868570565,2.26830934,0.930307706,-3.78801048,5.320939349,-1.52067092,3.998178582,0.282252981,3.985488719,3.832933458,-0.906083844,2.290965029,0.724570402,-0.444937179,2.283021769,1.710701679,9.619435105,0.848741604,-1.352918611,2.584776769,-5.340847063,50.81332452,0.718136941,-0.450566199,2.263228002,1.687059511,9.692507754,0.67332523
